cond_scale,column_task,column,desired_val,actual_val
2.0,Unknown,major_axis_mm,64.74738512534037,67.82580248281684
2.0,Unknown,minor_axis_mm,32.830903841183385,25.22291537664847
2.0,Unknown,least_axis_mm,19.463732325351856,11.622265883128447
2.0,Unknown,volume_ml,20.34456774330139,3.8805
2.0,Unknown,sphericity,0.395771263487198,0.4988864909788206
2.0,Unknown,surface_volume_ratio,0.4476003094815696,0.6168598223226023
2.0,Unknown,elongation,0.507061463217829,0.37187787616723755
2.0,Unknown,flatness,0.3006103225276703,0.1713546387611538
2.0,Unknown,max_3d_diameter_mm,72.96718884254078,77.59510293826537
2.0,Unknown,num_components,1.0,4.0
2.0,Unknown,major_axis_mm,21.122999801374345,27.94822039097304
2.0,Unknown,minor_axis_mm,19.13256696181898,14.345259251578872
2.0,Unknown,least_axis_mm,16.294030218035633,12.712769531242902
2.0,Unknown,volume_ml,4.682343335628509,3.3602083333333335
2.0,Unknown,sphericity,0.8258754872743589,0.7921128015512814
2.0,Unknown,surface_volume_ratio,0.3500110831974092,0.4076070536507173
2.0,Unknown,elongation,0.9057694049958824,0.5132798815416608
2.0,Unknown,flatness,0.771388077983861,0.45486865902019946
2.0,Unknown,max_3d_diameter_mm,24.762264719292546,31.32091952673165
2.0,Unknown,num_components,1.0,1.0
2.0,Unknown,major_axis_mm,37.5699077559274,19.127911432302056
2.0,Unknown,minor_axis_mm,24.41412998266507,14.743785053541567
2.0,Unknown,least_axis_mm,20.041540820145844,12.30604214477868
2.0,Unknown,volume_ml,10.928346946716307,2.3455
2.0,Unknown,sphericity,0.6626489926677317,0.854119221461709
2.0,Unknown,surface_volume_ratio,0.3288635629006579,0.4261414865505124
2.0,Unknown,elongation,0.6498320448714239,0.7707995253806517
2.0,Unknown,flatness,0.5334466336820827,0.6433552449431035
2.0,Unknown,max_3d_diameter_mm,43.632253836228784,23.430749027719962
2.0,Unknown,num_components,1.0,1.0
2.0,Unknown,major_axis_mm,64.95977240295022,47.58434393961514
2.0,Unknown,minor_axis_mm,36.19493491877294,35.17536091968834
2.0,Unknown,least_axis_mm,32.99823814972189,31.602612999981122
2.0,Unknown,volume_ml,46.61594365882873,36.81225
2.0,Unknown,sphericity,0.4862559759594411,0.780481384639724
2.0,Unknown,surface_volume_ratio,0.2763382561959734,0.1862619396210521
2.0,Unknown,elongation,0.5571899897409294,0.7392213069980772
2.0,Unknown,flatness,0.5079795838112148,0.6641388823198877
2.0,Unknown,max_3d_diameter_mm,78.31282704643526,58.9406481131655
2.0,Unknown,num_components,1.0,1.0
2.0,Unknown,major_axis_mm,63.80792018638331,65.84878348066019
2.0,Unknown,minor_axis_mm,61.36373872149816,46.10125633774167
2.0,Unknown,least_axis_mm,36.482051132436816,41.92065492316484
2.0,Unknown,volume_ml,91.5291711330414,87.92583333333333
2.0,Unknown,sphericity,0.5405860666198361,0.831363766584191
2.0,Unknown,surface_volume_ratio,0.19850255460483807,0.13081399251475165
2.0,Unknown,elongation,0.9616947009439316,0.7001079427880641
2.0,Unknown,flatness,0.5717480059822124,0.6366200361997113
2.0,Unknown,max_3d_diameter_mm,81.70682379381711,75.71657678474378
2.0,Unknown,num_components,1.0,1.0
2.0,Unknown,major_axis_mm,80.29755491387019,67.73484072716008
2.0,Unknown,minor_axis_mm,60.75488119120645,54.89918787705686
2.0,Unknown,least_axis_mm,41.66249253860066,46.70166089822991
2.0,Unknown,volume_ml,131.7557918071747,123.169625
2.0,Unknown,sphericity,0.5414926674644169,0.8302810389258826
2.0,Unknown,surface_volume_ratio,0.17550990830038654,0.11706429787707741
2.0,Unknown,elongation,0.7566218081780217,0.8105014684864178
2.0,Unknown,flatness,0.5188513222263023,0.6894776808636334
2.0,Unknown,max_3d_diameter_mm,96.72728854992124,83.24662155306964
2.0,Unknown,num_components,1.0,1.0
2.0,Unknown,major_axis_mm,111.19729159476834,81.94489487795919
2.0,Unknown,minor_axis_mm,50.8523253145755,45.162407165468395
2.0,Unknown,least_axis_mm,37.15989299580194,31.594937122267556
2.0,Unknown,volume_ml,79.94449697434902,72.63708333333332
2.0,Unknown,sphericity,0.2751189989789557,0.6439168469359151
2.0,Unknown,surface_volume_ratio,0.4080380691343199,0.17999821747478092
